sentiment,text
positive,ACC's October-December net profit rises 9.74% to Rs 276 crore
positive,The acquisition is part of Ramirent 's strategy to strengthen its position in selected locations .
positive,"BofA-ML sees 20% upside potential in Infosys, upgrades to buy"
positive,TCS shares extend gain on purchase of French IT provider Alti
positive,Finnish plumbing and heating systems supplier Uponor Corporation ( OMX Helsinki : UNR1V ) said on Tuesday ( 12 August ) that its board of directors has authorised the management to proceed with a company-wide cost reduction program .
positive,"IPOs of Shree Pushkar Chemicals, ACB (India) get Sebi's nod"
positive,"The agreement was signed with Biohit Healthcare Ltd , the UK-based subsidiary of Biohit Oyj , a Finnish public company which develops , manufactures and markets liquid handling products and diagnostic test systems ."
positive,Rashtriya Chemicals gains over 4% on expansion plan
positive,Nordea sees a return to positive growth for the Baltic countries in 2011 .
positive,"Offshore yuan surges by more than 1 per cent, set for biggest daily gain"
positive,"With CapMan as a partner , we will be able to further develop our business and continue to focus on providing quality restaurant services for our customers , '' says Christopher Wynne , CEO of Papa John 's Russia ."
positive,Goodyear net profit soars 91% in Jan-Mar
positive,"Upbeat China PMI lifts Asia shares and commodities, euro wobbly"
positive,"Then , it said the contract was estimated to contribute more than EUR150m to its net sales in 2010 ."
positive,Jyothy Labs registers 89.9% jump in net profit in Q2 FY15
positive,"Yellen effect: Sensex surges over 350 pts; Nifty regains 6,100 as QE fears ease"
positive,"Spicejet soars 7% after placing Rs 23,000-crore Boeing order"
positive,Cottonseed futures gains on increase buying
positive,Pre-market: Nifty seen opening higher on US Federal Reserve outlook
positive,"Both operating profit and turnover for the six-month period increased , respectively , from EUR17 .6 m and EUR1149 .9 m , as compared to the corresponding period in 2007 ."
positive,"Finnish GeoSentric , a developer and provider of solutions , products , and technologies for location based services , has preliminary agreed on a EUR 6mn short-term funding with its leading investor ."
positive,The Group 's business is balanced by its broad portfolio of sports and presence in all major markets .
positive,"Lupin, Cadila, Strides Arcolab, Ipca Laboratories and Biocon are good bets: Ashit Suri"
positive,"We succeeded in increasing our market share of sold apartment '' , comments Mr Kari Kauniskangas , Head of YIT International Construction Services ."
positive,Cement may attract some buying: Deepak Mohoni
positive,"In 2008 , the deal is likely to bring savings of EUR 20mn-25mn ."
positive,This transaction will also rationalize our pulp and paper industry related solutions .
positive,"Bank, cement stocks have done phenomenally well in the last three months: Anish Damania"
positive,"M&M is a buy: Seshadri Bharathan, KSEMA Fincon Ltd"
positive,"Consolidated net sales increased 16 % to reach EUR74 .8 m , while operating profit amounted to EUR0 .9 m compared to a loss of EUR0 .7 m in the prior year period ."
positive,Operating profit increased by 145.1 % to EUR 8.3 mn from EUR 3.4 mn .
positive,Havells India Q4 net up 5% at Rs 69.04 crore
positive,"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 4.7-per-cent growth in beer sales for January-May to 46.22 million litres ."
positive,USFDA reports no observations in Granules India plant; stock surges
positive,"Helsingin Uutiset , Vantaan Sanomat and Lansivayla reach some 385,000 readers , or more than 40 % of the consumers in the greater Helsinki region ."
positive,Airline stocks soar as lower oil prices bring down fares
positive,Operating profit rose to EUR 4.7 mn from EUR 4.6 mn .
positive,EU pain has an upside for India
positive,"Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday it returned to a net profit of EUR 2.7 million USD 3.8 m for the first nine months of 2010 versus a net loss of EUR 579,000 for the same period of 2009 ."
positive,Suven Life Sciences Q2 net profit up 7-fold at Rs 45.54 crore
positive,Dishman Pharma shares soar over 13% on robust Q1 results
positive,Orchid Chemicals rallies over 8% on USFDA nod for Eszopiclone tablets
positive,Large banks in banking space look attractive: IV Subramanium
positive,Escorts rallies over 30% in six sessions; more upside seen
positive,Vishal Retail climbs 5 pc on MoU approval with TPG
positive,Russia central bank makes 17.66 billion roubles worth of forex interventions on October 7
positive,CESC can give upto 20% returns: Sudip Bandyopadhyay
positive,State-run oil companies settle 6 per cent higher on Iran deal
positive,Anant Raj Group to exit hospitality biz; stock up nearly 6%
positive,"Kone 's factory located at Ayanambakkam , a suburb to the west of Chennai , is a fully integrated facility which gives it the capability to address costs ."
positive,With this appointment Kaupthing Bank aims to further co-ordinate Capital Markets activities within the Group and to improve the overall service to clients .
positive,"Long term outlook on Cairn India positive: Sandeep Wagle, APTART Technical Advisory Services"
positive,Jewellery stocks rally about 14% as gold prices fall sharply
positive,Century Plyboards reports higher net profit and revenue
positive,The optimization of the steel components heating process will reduce the energy consumption .
positive,"Offshore Chinese yuan rises as Hong Kong, mainland shares rebound sharply"
positive,Seoul shares fall as foreigners' 5-day buying streak ends; won edges up
positive,Firstsource Solutions Q3 net jumps three-fold
positive,Russian rouble edges up before central bank rate decision
positive,The company expects its net sales in the first half of 2008 to reach the previous year 's level .
positive,Poyry is recognized as one of the world 's leading advisors to the global forestry industry .
positive,"The combination of all services enabling us to offer a complex and strengthened service chain not only limited to the Baltic port connections but also for getting access to the world wide Grimaldi Network into the Mediterranean , Africa and North America `` says Uwe Bakosch ."
positive,Juice still left in Shriram Transport and Yes Bank: Ajay Bodke
positive,Huge activity in Nifty December series surprises market
positive,The offer represents a premium of 24 % over the stock 's closing price on Friday .
positive,"IREDA seeks Sebi's nod to raise upto Rs 1,000 cr via bonds"
positive,"` Ruukki has experience of logistics construction , competence in project management and also has the best references in terms of steel frame production and installation , ' says Onodi Stefan , General Manager of Arxikon Construction Company SRL , which is Ruukki 's customer ."
positive,Ushdev International Q2 profit up 112 per cent to Rs 44 crore
positive,"Nifty, Sensex hit fresh all-time high as banks, realty, pharma gain"
positive,"Investors lap up SBI bonds again, issue subscribed three times"
positive,Persistent System's Q4 net up 25.9 pc to Rs 51.88 crore
positive,"Advise to buy Motherson Sumi, Apollo Tyre: Vinay Khattar"
positive,Santos soars on bid refusal but Asia markets on edge over China
positive,Videocon buys 5.5 lakh shares of ABG Shipyard for over Rs 20 crore
positive,"Tiimari Latvian representative Ineta Zaharova said that the company earned LVL 122,000 in 2005 profit , which is 20 times more that in 2004 ."
positive,Oracle Financial net profit at Rs 1111 cr;stock surges
positive,`` We 've been feeling quite positive about the region as a whole .
positive,The company will also be compensated for acting as a reserve batch plant .
positive,Den Networks surges over 8% on FII limit hike
positive,Textile space with stocks like Alok Industries and Arvind looks good: Deepak Mohoni
positive,Cox & Kings Q2 Net up 78.69% at Rs 264 crore
positive,"Finnish Larox has signed a contract with the Talvivaara Project for the delivery of filters to the Talvivaara nickel mine in Sotkamo , in Finland ."
positive,Mundra Port FY11 net up 35.82% at Rs 918.14 cr
positive,Subdued Ifo takes M&A shine off European stocks
positive,"Favourable currency rates also contributed to higher net sales , '' CEO Kari Kauniskangas said ."
positive,Titagarh Wagons launches open offer to buy up to 25% in Cimmco
positive,"`` Beyond the improved voice capabilities , customers now have a streamlined way to comply with recalls and other traceability requirements , providing them with a competitive advantage ."
positive,City Union Bank set to report strong income in next few quarters
positive,`` Leipurin is a growing and rapidly internationalizing Group .
positive,"First time buyers, discounts offered boosts Maruti Suzuki's performance"
positive,Espoon kaupunki awarded contracts for personal care products .
positive,Broader market stocks that can rally 20% in short term
positive,Right time to buy IT stocks: Ashwani Gujral
positive,Festive seasonal buying pushes up sugar futures by 1.59%
positive,Monnet Ispat & Energy records 23% y-o-y revenue growth in June quarter; input costs squeezes EBIDTA margins
positive,Marico posts 28 per cent jump in Q1 net profit to Rs 238 crore
positive,Media stocks like Jagran and CNBC likely to move up: Jagdish Malkani
positive,Corporation Bank net profit rises by 21 per cent in Q2
positive,"Oil, power & transportation will form market bulwark in coming years: Ajay Bodke"
positive,Overweight on healthcare; Torrent Pharmaceuticals a good bet'
positive,"Vote on Account 2014: Bet on sectors like IT, pharma, capital goods and infrastructure to make money"
positive,Dewan Housing a good portfolio pick: Avinnash Gorakssakar
positive,BASF India Q4 net profit up 67 pc at Rs 13.32 cr
positive,Operating income rose to EUR 696.4 mn from EUR 600.3 mn in 2009 .
positive,"The company said that paper demand increased in all of its main markets , including of publication papers , and that it increased average paper prices by 4 percent compared with last year ."
positive,CV cycle recovery will lead to re-rating for Jamna Auto: Parag Thakkar
positive,TV18 Broadcast Q3 Net up 16.83 per cent at Rs 60.37 crore
